contrast,dissimilarity,homogeneity,energy,correlation,ASM,label
48.9220581655481,4.736733780760627,0.21462601596791653,0.03971616033290439,0.9331064521534019,0.001577373391588968,0
59.02711409395974,4.7100671140939605,0.2266055558332317,0.03571892255603854,0.9729890009988656,0.0012758414285642791,0
13.167695749440718,2.218881431767338,0.40117491359596863,0.05042808301866009,0.9741100246262403,0.0025429915569368747,0
102.47749440715886,7.339686800894856,0.15697777565779766,0.023779950360911295,0.9760216803512227,0.0005654860391674052,0
22.403131991051456,3.400626398210292,0.2848931535289483,0.040631830540829805,0.9851367471479359,0.0016509456530987097,0
14.545324384787472,2.450201342281879,0.39242085714831204,0.05410048200669247,0.9911300626056648,0.0029268621533564557,0
26.41234899328859,3.4561968680089485,0.2881483555547781,0.039697758072164954,0.9710431715176826,0.001575911995956138,0
40.4275615212528,4.5562416107382555,0.20761446017033197,0.041167675578352256,0.947487871070783,0.0016947775125244608,0
25.710961968680092,3.373064876957495,0.2939765024674892,0.04723462405664762,0.9550943575929493,0.002231109709772834,0
30.929619686800894,3.0134675615212525,0.361467365479961,0.0467023978381781,0.9900871722905995,0.002181113963835463,0
52.396554809843394,4.585816554809844,0.2414270564102113,0.0424982449789295,0.9837784012037147,0.001806100826289106,0
42.48514541387024,4.61821029082774,0.21872035952745214,0.029498610313877155,0.9442008805290366,0.0008701680104499797,0
12.641744966442953,2.5546756152125276,0.338835653943898,0.036529061383656164,0.9950486976725148,0.0013343723255709202,0
40.06935123042506,4.7801342281879196,0.1997594789373735,0.02859727264657761,0.977931072313746,0.000817804002822696,0
28.932706935123043,3.605906040268456,0.2840824479588626,0.037861299125396465,0.9869597563486445,0.001433477971462747,0
92.38608501118568,6.610782997762862,0.17023191884947608,0.01943096941113605,0.9770588554820803,0.0003775625722565049,0
21.42541387024609,3.1675167785234906,0.31196756727549163,0.048619074886230275,0.9946378675950884,0.0023638144427928676,0
64.45991051454138,5.002639821029083,0.21643050490837748,0.03069766996579658,0.9672741928112872,0.0009423469413289692,0
41.65574944071588,4.684742729306488,0.21695423592098576,0.02669390378151231,0.9897951757874822,0.0007125644990966373,0
14.770514541387023,2.5782997762863533,0.35568492613012576,0.04583664967603014,0.9912786604127709,0.0021009984535231142,0
35.55749440715885,3.5204474272930657,0.33938693171557216,0.06120676176403868,0.969268433920414,0.0037462676856397873,0
64.90434004474272,5.876331096196869,0.17643125069773585,0.0215773870607382,0.9789513121617388,0.0004655836323689123,0
22.813601789709175,3.432483221476511,0.27351072148844374,0.04172383658060162,0.9782983716045006,0.00174087853900475,0
10.896733780760627,2.301387024608501,0.37955585496315813,0.0511072931921036,0.9839122065357799,0.0026119554174236395,0
38.063266219239374,3.673557046979866,0.30183009341586486,0.038925968782402766,0.9869193156095316,0.0015152310456485944,0
11.429977628635347,2.1437136465324387,0.4140555429288256,0.04704355967785965,0.9909508626878083,0.002213096507164342,0
24.11082774049217,3.0982997762863533,0.3436191434132623,0.069131158364295,0.9924239139386534,0.004779117056789233,0
44.49431767337807,4.969843400447428,0.19200322409905227,0.03123151475955078,0.9582148472616416,0.0009754075141760381,0
24.012841163310966,2.5846532438478746,0.37963393092902703,0.05262220526683791,0.9888780502863614,0.002769096487145224,0
44.64635346756152,4.914093959731543,0.1989418805946781,0.029623809333471137,0.9745423148246426,0.0008775700794258517,0
103.9792393736018,7.128680089485458,0.14429591984771495,0.017706366290515096,0.9760122438699268,0.0003135154072138893,0
16.70626398210291,2.8259955257270692,0.32141524383602144,0.05452156301681268,0.9827098389108418,0.0029726008337962757,0
25.849395973154362,3.6741834451901565,0.25566326545978774,0.031949112855456555,0.9830850381355403,0.0010207458122506994,0
56.357673378076065,4.7144519015659965,0.22112162714953695,0.0306378758869494,0.9237933360625294,0.0009386794388641156,0
23.04791946308725,3.412483221476511,0.279249097393407,0.03942924936831781,0.9628212396542425,0.0015546657057489907,0
9.48814317673378,1.8466219239373602,0.47586224343856937,0.0914074468075328,0.9886869711356981,0.008355321331871937,0
31.728411633109626,3.7595525727069354,0.2936566508798398,0.032627130210802054,0.9870454282553495,0.0010645296257926322,0
8.78662192393736,2.097046979865772,0.3905552301548416,0.05520310000397438,0.9881767838944048,0.0030473822500487963,0
46.03440715883668,4.97489932885906,0.19039766467072947,0.029245064309487766,0.9536812549222459,0.0008552737864660751,0
21.67565995525727,3.209798657718121,0.30594486121921455,0.04931163365311405,0.9831661110673482,0.00243163721353893,0
36.34608501118568,4.460089485458613,0.22318008940783557,0.027385182134349727,0.9849507631790205,0.0007499482005315075,0
15.908187919463092,2.5481879194630874,0.35632958674560533,0.045072775986775795,0.9765047343172293,0.002031555135154073,0
29.488098434004478,3.856510067114095,0.25897163157450714,0.032509203160290816,0.9942807007053092,0.0010568482901170623,0
44.91060402684565,4.680805369127517,0.21373574087939953,0.023699311863439723,0.9827863877597147,0.0005616573828005748,0
56.406935123042516,5.651677852348993,0.17371701340965282,0.023085882587979976,0.9542266253679973,0.000532957974865997,0
26.539284116331093,3.5261297539149887,0.2810060283328739,0.03764951126963528,0.9754331306987782,0.0014174856988423943,0
25.52290827740492,3.428769574944072,0.2922804263468319,0.029139627787632426,0.9922634424763148,0.0008491179076017597,0
18.355570469798657,3.1070693512304253,0.29439336135615435,0.040235668978538607,0.9917937506187025,0.0016189090581505338,0
60.5303355704698,5.228680089485459,0.20523770830071184,0.02449134201449884,0.9572190112474199,0.000599825833671156,0
24.1737807606264,3.5906935123042505,0.25289797150932686,0.030073505233174005,0.9821622540720466,0.0009044157170097442,0
67.97874720357942,5.533557046979865,0.20273312613675948,0.02783691836020507,0.9859075169977043,0.0007748940237927221,0
11.632348993288593,2.1173601789709178,0.409597922627046,0.08360571972140111,0.9891075430913021,0.00698991637013348,0
