LDA_komponen_1,label
-1.3725020303969333,0
-2.049747174822985,0
2.6405837120992475,0
-1.8924108758570972,0
-1.632320777781778,0
0.1836987677930314,0
-0.44944636767798657,0
-1.5409806367851195,0
-1.3499207319559428,0
-1.3787843385223228,0
-2.1949854131702615,0
-1.559047223302332,0
-0.06921879953253508,0
-2.5138127911599586,0
-2.6190091003793086,0
-1.2715583667873238,0
-0.8967375891451758,0
-1.15669008741366,0
-1.6736078277129287,0
0.2683298848815382,0
0.3680159250222631,0
-2.265340656725185,0
-0.7973894101079217,0
-0.1106137990028036,0
-0.8399567856339114,0
-0.41894438976635207,0
-0.9509712537948243,0
-1.637767541397403,0
1.678293054818238,0
-1.5298501773441282,0
-2.183876496613006,0
-1.2262885748228811,0
-1.3263096587969205,0
-1.603887452396723,0
-0.5032528334812194,0
1.3666714691992439,0
-1.7743328532163736,0
-0.3267592335855076,0
-0.48142874584388373,0
-0.7399234201779674,0
-1.5890748231285163,0
-2.320797124811948,0
-1.4905609665853052,0
-1.0100230864543374,0
-2.039600587343725,0
-1.3911877766416951,0
-1.303953017000681,0
-1.8111548799714874,0
-1.602276306063081,0
-2.1427739326910427,0
-1.2234174840666037,0
1.803071969716525,0
-1.0856328749045223,0
-2.2061048924781077,0
-2.123231044617328,0
-1.2257635841939516,0
-1.1711690174783218,0
-0.24548221246594434,0
-0.7653692555697438,0
0.8656528162597015,0
-1.709153938153564,0
-1.089658024788457,0
-2.0898890328125823,0
-1.3165466568054238,0
-1.1760068956548075,0
-1.3797389764493302,0
-2.8651660755998547,0
-1.94747581944522,0
-2.027257933175039,0
3.494642364171433,0
-0.9633458150073286,0
0.11175993176914868,0
-1.2403900985555347,0
-2.818536766296243,0
-0.7938486530140978,0
-0.42085541490639794,0
-1.9381610322026015,0
-0.9221676324960058,0
-2.287809865131084,0
-0.6377406071843786,0
-2.232208424222998,0
-1.1875687524624285,0
-0.667535446537564,0
-2.084897841506897,0
-2.10763410696983,0
-3.219822550667462,0
-1.1410273846493297,0
-2.121530991115902,0
-2.3719262907613112,0
-0.5596053771842481,0
-0.7205011151802571,0
-1.4135439032895227,0
-1.2036714944197087,0
-2.7819309256979206,0
-1.5320144552836217,0
-1.3289814930221873,0
-1.6848155166795031,0
-1.8995373240169608,0
-2.6185233900634444,0
-2.5332260837030827,0
0.7230312228001476,1
0.0844225106667686,1
1.7126110588163905,1
1.6573953715091498,1
0.9695045559584272,1
0.5730515787856603,1
2.243477901156858,1
1.9938341218033173,1
0.8687488987243367,1
-0.01592658489090104,1
1.6372910631450661,1
0.5588441141520519,1
0.672651966835224,1
0.7889790139318217,1
1.1971399847870736,1
1.9324744366549103,1
1.1265625343915373,1
1.1218283378335359,1
1.0759819681468274,1
-0.5628390339668075,1
2.534389294469773,1
0.07560416309338251,1
1.8716995077872478,1
0.13485608600030374,1
0.6829520706011375,1
1.279530877428742,1
1.791074561507726,1
-0.8541369382354043,1
2.264733976954842,1
1.832816450251225,1
2.212131471151851,1
2.1187684161635145,1
2.506975718810277,1
0.26566017199763203,1
1.9366632766909715,1
0.3806224120768667,1
1.0612531147324105,1
2.3290400648833853,1
0.56586435128724,1
1.7668782371239355,1
2.568953257486221,1
0.18664526263855258,1
0.8602973338626639,1
1.387530882583657,1
1.1846102336684365,1
1.0303035252450397,1
1.2592817347603962,1
0.6890322606012054,1
1.4672361626708124,1
-1.1146016333846311,1
2.150516449779594,1
0.9258352233008941,1
2.344583803080208,1
0.8001666908576999,1
1.1271459071186616,1
-0.27626220942600377,1
-0.04283769402876088,1
1.5818665762059658,1
1.8501940611009473,1
1.296093828263032,1
1.745709543377016,1
2.0007443753272027,1
1.7360288932814063,1
-0.10689716843321476,1
0.8722240026341329,1
0.4125252112730817,1
-0.7021636719714337,1
2.4240886880081156,1
-0.8724794177909214,1
1.3593316423269455,1
0.8487870653509738,1
1.6688444477475721,1
3.3257006020142783,1
0.5626646658718485,1
0.6229774046256276,1
2.4765186833980555,1
0.6334683420658918,1
1.3417831377128562,1
0.8333016184485315,1
0.8593357424236926,1
1.2536431790841702,1
2.549754346949958,1
0.6968874658349433,1
1.2098753827239863,1
2.240455943756174,1
1.8743148813153012,1
1.9142373538521493,1
1.7847233656020551,1
2.1980758672478116,1
1.5413773725092728,1
0.5437095890342605,1
2.044185390890144,1
2.0140915668475285,1
1.6209678199069693,1
2.161681010177185,1
1.1338401061632666,1
1.4443513939908392,1
0.46319434957722994,1
0.9566391701203868,1
1.2572451652805416,1
