contrast,dissimilarity,homogeneity,energy,correlation,ASM,filename
190.0234375,7.338986280487805,0.17637389226059186,0.04019088918669124,0.8254388122472778,0.0016153075736168947,92.jpg
454.30976880081306,15.413808434959352,0.07178661217662176,0.01532651437709993,0.8343481872550126,0.00023490204295145085,32.jpg
108.42778201219515,6.493076727642279,0.21383545051608344,0.05261339803174936,0.9448654297994784,0.0027681696524472876,38.jpg
92.16336382113822,6.832952235772358,0.1578134700709361,0.03671901863291476,0.9393632701510487,0.0013482863293643415,19.jpg
121.37779471544717,6.980818089430895,0.17915323577667916,0.042712784151650175,0.8792081386424309,0.0018243819299854586,36.jpg
229.7510162601626,8.778201219512196,0.2053863228848376,0.05042379039345763,0.9562152696698264,0.0025425586376433503,1407.jpg
146.64341971544718,7.564278455284553,0.14601200829234673,0.03929706409873106,0.7182461006581625,0.0015442592467797773,51.jpg
138.468368902439,6.763338414634147,0.20813342373202695,0.04527386272082333,0.9423933819905747,0.0020497226456639562,1483.jpg
89.90732977642274,6.030043191056909,0.18854190877493823,0.054100028191722375,0.8283140291212095,0.0029268130503451555,118.jpg
144.95528455284557,7.497459349593499,0.1674610018265404,0.031016427797625555,0.8686163048479394,0.0009620187933253193,129.jpg
191.2360899390244,8.280932418699187,0.17865662116522193,0.03531104209830844,0.8915180322045073,0.0012468696940685108,125.jpg
46.99402947154472,4.0876524390243905,0.27537386339602593,0.06479746628199405,0.8836479958157081,0.004198711636566156,89.jpg
60.16717479674796,5.715066056910568,0.17340394951426852,0.03536079184431332,0.8414740392894648,0.0012503855998568555,107.jpg
152.4588414634147,6.751143292682928,0.20395936980093812,0.04740921905688246,0.8759857354719555,0.0022476340515834668,120.jpg
66.01225863821139,6.203442581300813,0.1558545288986659,0.0379118389277733,0.7934692272256366,0.001437307530885427,91.jpg
479.18279979674804,16.727515243902438,0.06718256815943911,0.013440031645262631,0.8154347016897081,0.00018063445062566096,1450.jpg
400.20299796747986,12.850863821138216,0.10884673964618949,0.02595873108833879,0.9161841646134697,0.0006738557197166868,1467.jpg
99.3753175813008,6.419651930894308,0.18861609298754967,0.0397613310570089,0.9560501594440148,0.0015809634474250604,75.jpg
83.3515625,6.568279979674797,0.16962265873036,0.03307044703982056,0.8708248051123728,0.0010936544674135765,1408.jpg
110.46767022357723,7.2114456300813,0.1561186801231689,0.036764366903379524,0.8700624335335808,0.0013516186738063076,26.jpg
371.34419461382123,8.861852134146343,0.21464314278293276,0.050753804273823075,0.8823266574676741,0.0025759486482655417,50.jpg
105.13846544715447,6.897738821138212,0.17107065200082316,0.0367967517179701,0.9229490874671973,0.0013540009369939357,1385.jpg
160.03461636178864,8.747649898373984,0.12422554333547037,0.02320017806420058,0.9366165568454942,0.0005382482622106138,1492.jpg
199.47268800813006,10.366234756097562,0.10516086996527473,0.022316499246506655,0.6546682142694233,0.0004980261386193321,1458.jpg
214.22395833333331,10.765624999999998,0.09667834949919166,0.02436173589869729,0.7903078158921563,0.0005934941759978763,1479.jpg
242.9362931910569,11.193534044715447,0.10008354719566193,0.020652993488707028,0.6608603595615858,0.00042654614004457493,1468.jpg
1506.4564913617885,30.512893800813004,0.03412853572054865,0.009404375432468208,0.6432154969185522,8.84422772748116e-05,1439.jpg
68.75241361788618,5.502794715447155,0.19884336666392444,0.04201308943335993,0.8699287162743338,0.0017650996837354996,80.jpg
556.3579141260163,15.458142784552848,0.09978867638292492,0.01920697470403451,0.8647974835859707,0.00036890787728142147,1455.jpg
49.50285823170732,5.3436864837398375,0.17961504067103898,0.041521711702004006,0.802825137055737,0.0017240525426643367,55.jpg
78.80303607723577,6.162792174796748,0.17369405293095336,0.03453661237670091,0.8040066288906523,0.0011927775944584904,1398.jpg
195.11356707317074,10.540777439024389,0.09745670399724152,0.02309892611846173,0.7775583734122509,0.0005335603878261534,1406.jpg
149.3346036585366,9.051194105691057,0.1189336552904113,0.0188895478282185,0.9229272309941188,0.0003568150171545542,1465.jpg
348.64113313008136,12.180513211382115,0.11205270379519756,0.020817932693816547,0.8408224932513495,0.0004333863216442759,1463.jpg
59.444677337398375,5.031567581300813,0.23787827794574412,0.05205170115053439,0.9150360822324272,0.0027093795926645434,67.jpg
620.1844512195122,18.966590447154474,0.059381979639607174,0.011471676653851097,0.8182445172414327,0.00013159936525051227,1471.jpg
76.34768800813008,6.705284552845529,0.14290391881163145,0.029480372700984494,0.7372302680327899,0.0008690923745889518,93.jpg
169.4404217479675,7.486534552845528,0.14588681291709976,0.028211839319651134,0.7969908644487342,0.0007959078777978138,1494.jpg
